3,1,1,1,1,52,4,0.07692307692307693,52,4,0.07692307692307693,0,0.0,0,0.0,4,1.0
6,0,0,0,0,7,6,0.8571428571428571,13,6,0.46153846153846156,0,0.0,0,0.0,6,1.0
9,1,1,0,0,13,7,0.5384615384615384,17,7,0.4117647058823529,1,0.14285714285714285,1,0.14285714285714285,5,0.7142857142857143
12,0,0,0,0,27,2,0.07407407407407407,30,2,0.06666666666666667,1,0.5,1,0.5,0,0.0
15,0,0,1,1,12,5,0.4166666666666667,17,5,0.29411764705882354,0,0.0,2,0.4,3,0.6
21,0,0,0,0,14,2,0.14285714285714285,18,2,0.1111111111111111,0,0.0,2,1.0,0,0.0
24,0,0,0,0,56,4,0.07142857142857142,56,4,0.07142857142857142,0,0.0,0,0.0,4,1.0
27,0,0,0,0,8,2,0.25,10,2,0.2,0,0.0,0,0.0,2,1.0
30,0,0,0,0,4,2,0.5,9,2,0.2222222222222222,0,0.0,0,0.0,2,1.0
33,0,0,0,0,8,1,0.125,9,1,0.1111111111111111,0,0.0,1,1.0,0,0.0
36,0,0,0,0,18,1,0.05555555555555555,27,1,0.037037037037037035,1,1.0,0,0.0,0,0.0
39,0,0,0,0,3,1,0.3333333333333333,6,1,0.16666666666666666,0,0.0,0,0.0,1,1.0
42,0,0,0,0,4,10,2.5,8,3,0.375,3,1.0,0,0.0,0,0.0
45,0,0,0,0,34,9,0.2647058823529412,49,7,0.14285714285714285,4,0.5714285714285714,2,0.2857142857142857,1,0.14285714285714285
48,0,0,0,0,14,1,0.07142857142857142,18,1,0.05555555555555555,0,0.0,0,0.0,1,1.0
51,1,1,1,0,12,3,0.25,13,3,0.23076923076923078,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
54,0,0,0,0,20,3,0.15,27,3,0.1111111111111111,0,0.0,0,0.0,3,1.0
57,0,0,0,0,3,13,4.333333333333333,4,7,1.75,5,0.7142857142857143,2,0.2857142857142857,0,0.0
60,0,0,1,0,12,6,0.5,11,6,0.5454545454545454,2,0.3333333333333333,4,0.6666666666666666,0,0.0
63,0,0,1,1,3,3,1.0,3,3,1.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
69,1,0,1,1,9,2,0.2222222222222222,6,2,0.3333333333333333,1,0.5,1,0.5,0,0.0
72,0,0,1,1,10,2,0.2,13,2,0.15384615384615385,0,0.0,0,0.0,2,1.0
81,1,1,1,0,2,2,1.0,1,2,2.0,1,0.5,1,0.5,0,0.0
84,1,1,1,0,4,1,0.25,3,1,0.3333333333333333,0,0.0,0,0.0,1,1.0
87,0,0,1,0,3,3,1.0,5,3,0.6,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
90,0,0,1,0,23,1,0.043478260869565216,20,1,0.05,0,0.0,0,0.0,1,1.0
93,0,0,0,0,5,2,0.4,5,2,0.4,1,0.5,0,0.0,1,0.5
96,0,0,0,0,12,19,1.5833333333333333,17,8,0.47058823529411764,3,0.375,3,0.375,2,0.25
99,0,0,0,0,10,13,1.3,12,6,0.5,0,0.0,5,0.8333333333333334,1,0.16666666666666666
102,0,0,1,0,11,3,0.2727272727272727,10,3,0.3,0,0.0,0,0.0,3,1.0
105,0,0,1,1,8,4,0.5,8,4,0.5,0,0.0,0,0.0,4,1.0
108,0,0,1,1,4,4,1.0,6,4,0.6666666666666666,1,0.25,3,0.75,0,0.0
111,0,0,1,1,26,4,0.15384615384615385,32,4,0.125,0,0.0,0,0.0,4,1.0
114,0,0,1,1,5,1,0.2,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
117,0,0,0,0,35,6,0.17142857142857143,44,3,0.06818181818181818,3,1.0,0,0.0,0,0.0
120,0,0,1,1,12,2,0.16666666666666666,13,2,0.15384615384615385,0,0.0,0,0.0,2,1.0
129,0,0,0,0,8,2,0.25,17,2,0.11764705882352941,1,0.5,1,0.5,0,0.0
132,0,0,0,0,9,2,0.2222222222222222,13,2,0.15384615384615385,1,0.5,1,0.5,0,0.0
141,0,0,0,0,2,1,0.5,1,1,1.0,0,0.0,1,1.0,0,0.0
144,0,0,0,0,8,1,0.125,10,1,0.1,0,0.0,0,0.0,1,1.0
147,0,0,0,0,35,57,1.6285714285714286,57,15,0.2631578947368421,12,0.8,3,0.2,0,0.0
150,0,0,0,0,26,1,0.038461538461538464,29,1,0.034482758620689655,1,1.0,0,0.0,0,0.0
153,1,1,0,0,25,6,0.24,22,6,0.2727272727272727,3,0.5,3,0.5,0,0.0
156,0,0,0,0,102,1,0.00980392156862745,100,1,0.01,0,0.0,0,0.0,1,1.0
159,0,0,0,0,4,3,0.75,6,3,0.5,1,0.3333333333333333,0,0.0,2,0.6666666666666666
162,0,0,1,1,5,1,0.2,4,1,0.25,0,0.0,0,0.0,1,1.0
165,0,0,0,0,2,2,1.0,3,2,0.6666666666666666,1,0.5,1,0.5,0,0.0
171,0,0,0,0,2,1,0.5,4,1,0.25,0,0.0,0,0.0,1,1.0
174,0,0,1,1,10,1,0.1,14,1,0.07142857142857142,0,0.0,0,0.0,1,1.0
177,0,0,1,0,3,1,0.3333333333333333,5,1,0.2,0,0.0,0,0.0,1,1.0
180,0,0,0,0,6,1,0.16666666666666666,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
186,0,0,0,0,2,1,0.5,4,1,0.25,1,1.0,0,0.0,0,0.0
189,0,0,0,0,2,2,1.0,4,2,0.5,2,1.0,0,0.0,0,0.0
192,0,0,0,0,6,1,0.16666666666666666,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
198,0,0,0,0,6,10,1.6666666666666667,7,7,1.0,5,0.7142857142857143,0,0.0,2,0.2857142857142857
201,0,0,1,1,2,2,1.0,1,2,2.0,1,0.5,1,0.5,0,0.0
213,0,0,1,1,2,1,0.5,3,1,0.3333333333333333,0,0.0,0,0.0,1,1.0
225,0,0,1,0,3,1,0.3333333333333333,3,1,0.3333333333333333,0,0.0,0,0.0,1,1.0
330,0,0,1,0,2,1,0.5,2,1,0.5,0,0.0,0,0.0,1,1.0
369,0,0,1,0,4,1,0.25,1,1,1.0,0,0.0,0,0.0,1,1.0
459,0,0,1,0,10,1,0.1,16,1,0.0625,0,0.0,0,0.0,1,1.0
624,0,0,1,0,5,1,0.2,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
888,0,0,1,0,2,2,1.0,3,2,0.6666666666666666,1,0.5,1,0.5,0,0.0
984,0,0,1,0,6,1,0.16666666666666666,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
1086,0,0,1,0,6,1,0.16666666666666666,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
1134,0,0,1,0,6,1,0.16666666666666666,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
1203,0,0,1,0,4,1,0.25,5,1,0.2,0,0.0,0,0.0,1,1.0
1308,0,0,1,0,2,1,0.5,2,1,0.5,0,0.0,0,0.0,1,1.0
1431,0,0,0,0,2,1,0.5,3,1,0.3333333333333333,0,0.0,0,0.0,1,1.0
1434,0,0,0,0,25,3,0.12,25,3,0.12,0,0.0,0,0.0,3,1.0
1440,0,0,0,0,4,1,0.25,8,1,0.125,0,0.0,0,0.0,1,1.0
1446,0,0,0,0,4,1,0.25,1,1,1.0,0,0.0,0,0.0,1,1.0
1452,0,0,0,0,2,1,0.5,1,1,1.0,0,0.0,0,0.0,1,1.0
1455,0,0,1,0,4,3,0.75,3,3,1.0,0,0.0,0,0.0,3,1.0
1458,0,0,0,0,24,2,0.08333333333333333,38,2,0.05263157894736842,0,0.0,2,1.0,0,0.0
1461,0,0,0,0,5,1,0.2,6,1,0.16666666666666666,0,0.0,0,0.0,1,1.0
1464,0,0,0,0,27,1,0.037037037037037035,38,1,0.02631578947368421,0,0.0,0,0.0,1,1.0
1467,0,0,0,0,25,11,0.44,36,11,0.3055555555555556,4,0.36363636363636365,0,0.0,7,0.6363636363636364
1470,0,0,1,0,8,1,0.125,7,1,0.14285714285714285,0,0.0,0,0.0,1,1.0
1476,0,0,0,0,4,4,1.0,2,2,1.0,2,1.0,0,0.0,0,0.0
1479,0,0,1,1,6,1,0.16666666666666666,14,1,0.07142857142857142,0,0.0,0,0.0,1,1.0
1485,0,0,0,0,51,49,0.9607843137254902,63,1,0.015873015873015872,0,0.0,0,0.0,1,1.0
1488,0,0,0,0,53,51,0.9622641509433962,67,1,0.014925373134328358,0,0.0,0,0.0,1,1.0
1497,0,0,0,0,53,51,0.9622641509433962,66,1,0.015151515151515152,0,0.0,0,0.0,1,1.0
1500,0,0,0,0,29,1,0.034482758620689655,40,1,0.025,0,0.0,0,0.0,1,1.0
1503,0,0,0,0,11,1,0.09090909090909091,6,1,0.16666666666666666,0,0.0,0,0.0,1,1.0
1506,0,0,0,0,20,1,0.05,16,1,0.0625,0,0.0,0,0.0,1,1.0
1509,0,0,0,0,9,1,0.1111111111111111,4,1,0.25,0,0.0,0,0.0,1,1.0
1512,0,0,0,0,9,1,0.1111111111111111,4,1,0.25,0,0.0,0,0.0,1,1.0
1515,0,0,0,0,8,1,0.125,4,1,0.25,0,0.0,0,0.0,1,1.0
1518,0,0,0,0,3,1,0.3333333333333333,2,1,0.5,0,0.0,0,0.0,1,1.0
1524,0,0,0,0,42,1,0.023809523809523808,53,1,0.018867924528301886,0,0.0,0,0.0,1,1.0
1527,0,0,0,0,18,3,0.16666666666666666,23,3,0.13043478260869565,0,0.0,0,0.0,3,1.0
1530,0,0,0,0,20,4,0.2,27,4,0.14814814814814814,0,0.0,0,0.0,4,1.0
1533,0,0,0,0,9,30,3.3333333333333335,10,10,1.0,9,0.9,0,0.0,1,0.1
1572,0,0,0,0,4,1,0.25,5,1,0.2,0,0.0,0,0.0,1,1.0
1581,0,0,0,0,9,1,0.1111111111111111,4,1,0.25,1,1.0,0,0.0,0,0.0
1584,0,0,0,0,8,1,0.125,5,1,0.2,0,0.0,0,0.0,1,1.0
1587,0,0,0,0,8,1,0.125,5,1,0.2,0,0.0,0,0.0,1,1.0
1590,0,0,0,0,10,1,0.1,6,1,0.16666666666666666,0,0.0,0,0.0,1,1.0
1593,0,0,0,0,7,1,0.14285714285714285,4,1,0.25,1,1.0,0,0.0,0,0.0
1596,0,0,0,0,8,1,0.125,4,1,0.25,1,1.0,0,0.0,0,0.0
1599,0,0,0,0,8,1,0.125,4,1,0.25,1,1.0,0,0.0,0,0.0
