2631,2,0,0
2634,0,1,0
2637,0,0,6
2643,0,0,1
2646,0,0,1
2649,0,1,1
2652,0,2,1
2655,9,0,0
2661,0,0,1
2664,4,5,1
2670,1,4,1
2673,2,1,3
2676,3,1,0
2679,2,3,0
2682,2,0,0
2685,2,0,5
2688,0,4,0
2691,0,0,1
2694,0,3,1
2697,1,0,0
2706,4,0,0
2709,11,1,2
2715,0,0,1
2721,1,0,1
2724,2,0,0
2733,0,1,0
2736,0,0,1
2739,2,0,1
2742,2,0,0
2745,0,1,0
2748,1,0,0
2751,2,0,1
2757,0,0,1
2760,2,0,0
2763,0,0,1
2766,2,0,1
2772,2,0,1
2775,0,0,2
2784,0,0,2
2790,0,0,1
2793,0,0,2
2799,0,0,1
2802,6,1,0
2805,0,1,1
2808,6,1,13
2811,1,0,0
2817,0,1,0
2820,0,2,0
2823,0,0,1
2835,0,1,1
2838,1,7,1
2841,6,1,2
2847,1,0,0
2859,3,0,0
2862,1,2,0
2868,2,0,1
2871,2,3,0
2877,2,0,5
2880,0,0,1
2883,0,0,1
2886,13,0,3
2895,0,0,1
2898,0,4,0
2901,0,2,0
2904,1,0,0
2907,0,1,0
2910,0,0,1
2913,4,21,0
2916,0,7,1
2919,0,0,1
2922,4,0,2
2934,1,1,0
2937,3,0,0
2946,6,2,2
2949,0,0,1
2952,10,0,8
2955,1,0,0
2958,0,0,1
2961,0,5,0
2964,0,0,1
2967,0,0,1
2970,0,0,2
2973,0,0,1
2979,1,0,0
2991,2,0,0
2994,1,0,1
2997,4,9,2
3000,0,0,1
3003,4,1,1
3006,1,0,0
3009,4,0,0
3015,0,0,1
3018,0,0,1
3021,3,1,0
3024,1,3,0
3027,0,2,0
3030,1,12,1
3033,0,0,1
3039,0,0,1
3042,0,0,1
3045,3,0,0
3048,0,0,1
3051,0,0,1
3054,0,0,1
3057,1,0,1
3060,0,0,2
3063,2,1,1
3066,2,0,1
3069,1,14,0
3072,3,0,1
3075,1,1,0
3078,0,0,2
3096,0,0,1
3105,0,0,1
3108,0,2,1
3111,1,0,1
3114,1,0,0
3117,3,0,0
3120,0,0,11
3123,0,1,1
3126,2,1,0
3129,5,0,0
3135,1,1,0
3144,2,0,0
3147,0,0,1
3150,1,5,1
3153,0,5,0
3156,11,0,0
3159,3,0,0
3165,10,0,1
3174,0,9,0
3177,1,0,0
3189,4,0,0
3192,0,0,1
3195,1,0,1
3198,4,1,1
3201,1,0,0
3204,3,0,0
3207,2,2,2
3210,0,0,1
3213,0,1,0
3216,0,1,0
3219,0,0,1
3222,0,0,3
3225,0,3,1
3228,0,0,1
3231,1,0,0
3234,0,0,3
3237,0,0,1
3243,4,5,5
3249,1,0,0
3252,3,1,0
3255,2,4,0
3261,10,0,0
3270,4,2,1
3273,3,0,0
3276,0,0,2
3279,0,0,1
3282,0,5,0
3285,0,0,1
3288,1,0,1
3291,3,1,3
3306,1,0,0
3309,0,0,2
3312,8,0,6
3324,0,0,2
3327,8,0,0
3330,0,0,1
3333,0,0,1
3339,1,1,0
3345,0,0,1
3348,0,0,1
3351,1,0,0
3354,0,1,2
3357,5,2,2
3360,0,0,1
3363,0,15,0
3366,20,0,0
3369,1,0,0
3372,0,2,0
3378,0,1,0
3381,3,0,2
3387,2,6,0
3390,0,0,1
3396,4,2,1
3399,1,0,0
3402,0,1,0
3405,0,3,0
3414,0,0,1
3420,2,0,0
3423,1,0,0
3426,0,0,3
3429,0,0,3
3432,0,0,1
3435,0,0,1
3438,5,0,0
3441,2,0,0
3444,0,0,1
3447,4,0,0
3450,0,1,0
3456,9,2,5
3459,0,0,2
3462,0,2,0
3465,3,1,2
3468,0,1,0
3474,0,0,3
3477,3,0,0
3480,2,0,0
3486,6,14,1
3489,5,0,1
3492,0,0,2
3495,1,1,0
3498,0,17,1
3510,1,1,0
3513,1,1,0
3519,1,0,0
3525,0,0,1
3528,3,0,0
3534,0,0,1
3540,0,0,2
3549,3,4,1
3552,7,0,0
3555,0,0,1
3558,1,0,0
3561,1,0,0
3564,4,1,4
3567,4,0,1
3570,0,0,1
3573,0,0,1
3576,0,0,2
3579,1,0,0
3582,0,1,0
3585,0,1,0
3588,0,0,1
3591,0,0,1
3594,4,2,1
3597,0,0,1
3600,0,2,1
3603,0,0,1
3606,1,4,1
3612,0,0,1
3624,0,6,0
3627,0,0,1
3630,0,2,2
3636,0,3,0
3639,0,0,1
3651,0,0,1
3654,1,0,0
3657,0,0,1
3660,21,0,1
3666,0,0,1
3669,18,9,2
3672,0,0,1
3675,4,1,0
3678,12,0,1
3681,1,1,1
3684,0,1,0
3687,0,1,0
3696,0,1,0
3699,0,0,1
3702,0,1,1
3708,0,0,1
3714,1,1,0
3720,0,12,1
3723,0,0,1
3729,1,0,0
3732,0,1,0
3735,0,1,0
3738,0,1,0
3741,1,0,0
3744,8,0,0
3750,20,1,1
3756,2,0,0
3759,0,0,1
3762,0,0,1
3765,1,2,0
3768,0,0,1
3771,1,0,0
3774,0,1,1
3777,1,0,0
3780,0,0,1
3786,0,0,4
3789,0,0,3
3792,3,0,0
3798,0,0,1
3801,3,3,0
3804,0,0,1
3807,0,0,2
3810,0,2,0
3813,0,3,1
3816,0,0,1
3825,1,3,3
3828,0,0,1
3831,0,0,1
3837,0,0,1
3846,0,1,3
3849,0,0,1
3852,0,0,2
3855,0,0,1
3858,1,0,1
3861,2,1,1
3864,0,1,0
3867,2,0,0
3870,0,0,1
3873,1,1,0
3879,2,0,0
3888,1,0,0
3897,0,0,1
3903,1,1,0
3906,0,0,1
3915,3,2,2
3918,1,0,2
3921,0,0,1
3924,2,4,0
3927,4,6,0
3930,1,0,0
3933,1,2,0
3942,4,2,0
3945,1,1,0
3948,0,0,5
3951,0,0,2
3957,0,0,2
3960,1,1,0
3963,2,0,1
3966,2,2,0
3972,2,0,0
3975,1,0,0
3978,1,1,0
3981,0,0,1
3984,1,0,0
3987,2,2,0
3993,2,0,0
3996,4,1,3
3999,0,0,1
4002,1,0,0
4008,1,0,0
4011,0,3,2
4014,0,0,1
4017,0,0,1
4020,0,1,1
4023,0,0,1
4026,0,0,1
4029,1,0,0
4032,2,0,0
4035,3,2,0
4038,0,5,2
4041,2,0,2
4047,1,0,0
4050,0,0,1
4053,0,4,0
4056,1,0,1
4059,0,0,1
4062,0,0,1
4065,1,2,2
4071,0,0,1
4080,0,0,2
4083,0,0,9
4089,0,0,7
4092,2,0,1
4104,0,1,1
4116,0,0,1
4119,11,0,1
4122,0,0,1
4125,1,1,0
4128,2,1,0
4134,0,1,0
4137,0,1,0
4140,0,0,1
4149,1,2,0
4152,2,0,0
4158,1,0,0
4161,0,0,1
4164,2,0,0
4167,1,0,0
4170,1,1,0
4179,1,0,0
4182,0,0,1
4185,0,1,0
4188,1,0,0
4191,0,1,0
4197,1,0,0
4203,0,0,1
4209,0,0,1
4212,1,0,0
4215,0,0,1
4221,2,3,2
4224,0,0,1
4227,0,1,0
4230,0,1,3
4236,5,6,0
4239,7,7,0
4242,1,0,0
4248,2,0,0
4254,27,1,0
4269,0,0,2
4272,0,0,1
4275,0,0,1
4284,0,0,1
4287,0,2,0
4299,2,0,0
4305,0,0,1
4308,4,0,1
4314,1,0,0
4317,0,0,2
4320,4,0,0
4323,2,6,0
4329,4,4,0
4332,19,0,1
4338,1,0,0
4341,3,0,1
4347,0,0,1
4353,2,0,0
4371,2,0,0
4374,14,0,0
4377,1,0,0
4380,0,0,1
4383,1,0,0
4389,2,0,1
4392,0,0,1
4404,0,0,2
4410,0,2,6
4416,1,0,0
4419,0,0,1
4422,0,1,0
4425,0,0,1
4428,5,7,0
4434,1,0,0
4437,2,15,3
4443,2,7,1
4446,0,1,1
4449,2,1,0
4452,1,3,2
4455,2,0,0
4461,8,0,1
4467,0,0,1
4470,0,0,3
4476,0,0,1
4485,0,0,1
4488,0,0,1
4491,0,1,1
4494,0,1,0
4497,1,0,0
4506,2,1,0
4512,0,0,1
4515,1,0,0
4518,0,1,0
4524,0,1,0
4527,0,1,2
4536,3,0,0
4539,0,0,2
4542,0,0,1
4548,2,0,0
4551,1,0,0
4554,0,1,0
4557,2,0,0
4560,3,2,0
4563,0,0,1
4566,0,0,1
4569,5,0,1
4572,3,0,0
4575,0,1,0
4578,2,0,1
4581,2,0,2
4584,1,0,2
4596,6,6,0
4599,0,4,0
4611,1,0,0
4614,0,0,3
4620,0,0,1
4623,5,0,1
4626,2,2,0
4629,1,0,0
4632,2,4,1
4635,0,0,1
4638,7,0,0
4641,5,0,1
4644,0,6,1
4650,0,0,1
4653,2,0,0
4656,3,2,0
4659,1,0,0
4662,1,0,0
4665,1,0,0
4668,1,0,0
4680,2,0,0
4683,2,0,0
4686,13,0,0
4689,2,0,0
4692,0,2,0
4695,0,1,0
4707,0,0,1
4710,0,1,0
4716,0,0,2
4719,0,0,1
4725,1,0,0
4728,1,0,0
4731,1,0,0
4734,0,0,1
4737,1,0,1
4755,0,4,0
4758,0,9,2
4761,0,0,2
4764,0,0,1
4767,1,0,0
4770,0,8,0
4773,1,5,0
4776,0,1,0
4779,0,0,1
4785,0,1,1
4791,3,1,1
4794,0,1,0
4800,1,0,1
4803,1,0,0
4806,7,0,2
4809,7,0,0
4815,0,0,1
4821,1,0,0
4824,3,0,2
4827,0,1,0
4830,3,1,2
4833,2,2,0
4839,0,0,1
4842,0,0,1
4845,22,0,14
4848,1,0,1
4851,1,1,0
4860,0,0,1
4863,6,0,1
4866,8,0,2
4869,0,1,2
4872,1,0,0
4875,1,0,0
4878,0,0,1
4884,1,1,0
4887,0,0,1
4893,0,0,1
4896,2,0,0
4899,0,1,0
4902,2,1,0
4905,0,0,1
4911,1,0,1
4914,0,1,1
4929,2,4,3
4932,5,0,0
4935,5,2,2
4938,8,5,1
4941,9,0,0
4947,2,0,1
4950,6,2,1
4953,6,0,0
4959,2,0,0
4962,3,0,1
4965,0,1,0
4968,0,0,2
4974,9,0,16
4977,0,13,0
4980,1,0,0
4983,0,0,1
4986,3,0,2
4992,1,2,0
4995,0,3,0
4998,0,0,1
5001,1,0,0
5007,0,0,1
5010,3,0,1
5013,0,3,0
5016,1,0,0
5025,1,2,0
5028,1,7,0
5037,0,0,1
5043,1,0,1
5046,1,1,0
5049,4,1,2
5052,4,1,1
5055,1,0,0
5058,0,1,0
5067,0,0,1
5079,2,6,1
5085,0,0,1
5088,0,0,2
5091,3,0,0
5094,4,0,0
5097,2,3,2
5100,1,0,0
5103,0,0,1
5106,0,0,1
5109,0,0,1
5112,0,0,1
5115,0,0,3
5118,3,0,0
5130,1,1,1
5133,0,0,1
5136,0,0,1
5151,0,1,0
5154,0,0,1
5157,0,0,1
5160,0,0,1
5163,0,0,1
5166,1,1,1
5172,0,0,1
5175,0,0,1
5178,0,0,1
5184,2,0,0
5187,0,10,0
5190,0,1,0
5193,1,0,1
5199,1,0,0
5202,0,15,0
5205,0,1,2
5208,1,0,1
5211,0,6,0
5214,1,3,0
5217,0,0,1
5220,0,0,1
5229,0,0,1
5235,3,2,0
5244,0,0,1
5247,2,0,0
5250,0,0,1
5253,0,0,1
5256,0,0,1
5259,0,0,2
5265,0,0,1
5274,3,0,0
5277,0,0,1
5283,0,0,1
5301,2,1,0
5307,1,0,0
5313,0,0,1
5319,7,5,1
5322,18,10,1
5325,0,0,2
5331,1,2,1
5337,1,1,1
5340,0,0,2
5346,1,0,1
5349,1,0,0
5352,3,3,12
5355,0,0,1
5361,20,0,0
5364,0,1,0
5370,1,0,0
5373,10,0,0
5376,0,0,1
5379,0,0,2
5385,0,0,3
5391,0,1,1
5400,0,2,1
5403,2,2,1
5406,2,0,0
5409,1,1,0
5415,0,2,0
5418,1,6,0
5421,13,0,1
5424,3,2,0
5427,3,0,2
5430,4,0,0
5439,0,2,0
5442,1,0,0
5445,0,1,0
5448,1,0,0
5451,1,0,0
5454,1,0,0
5460,0,2,2
5466,4,3,0
5469,0,2,0
5475,1,0,0
5478,1,0,0
5484,0,0,1
5487,0,0,4
5493,0,1,0
5502,3,0,0
5505,0,1,0
5508,1,0,0
5514,0,4,0
5517,3,1,0
5520,1,1,1
5523,0,0,2
5526,0,0,1
5535,1,0,0
5538,2,0,0
5541,5,1,0
5544,1,1,0
5547,1,0,0
5550,3,1,0
5553,2,0,0
5565,0,0,1
5574,3,0,0
5577,0,0,6
5592,1,1,0
5595,7,0,0
5598,2,0,1
5601,0,0,1
5607,0,1,0
5610,0,0,1
5613,0,0,1
5616,3,2,0
5619,0,0,2
5622,0,0,1
5625,1,0,0
5628,2,0,0
5631,0,2,0
5637,0,0,1
5640,3,1,1
5643,0,0,1
5652,0,0,1
5655,1,1,0
5658,0,0,1
5661,2,4,0
5667,0,0,1
5670,0,0,2
5673,4,0,0
5679,1,0,0
5685,0,0,1
5688,1,0,0
5694,0,1,0
5697,0,0,1
5700,5,3,0
5703,1,1,0
5712,0,0,1
5715,2,0,0
5718,0,1,0
5724,0,0,1
5727,3,0,0
5730,0,1,1
5733,0,0,2
5739,0,0,1
5742,0,1,0
5745,2,1,1
5748,1,0,2
5757,7,4,2
5769,0,0,1
5772,0,0,1
5775,4,4,0
5778,6,24,0
5781,0,0,1
5784,6,1,0
5790,0,0,1
5793,0,3,0
5796,5,0,0
5799,1,0,0
5805,0,0,1
5808,0,0,1
5811,2,17,0
5814,0,3,0
5817,8,24,1
5823,13,3,1
5826,2,0,1
5829,0,0,1
5832,0,0,1
5838,0,0,3
5841,0,0,3
5844,0,2,0
5847,2,0,1
5850,3,0,0
5853,0,0,1
5856,1,0,0
5859,0,3,0
5862,3,0,0
5865,1,1,0
5868,2,7,2
5877,0,0,1
5880,1,1,2
5886,0,0,1
5889,0,0,1
5892,0,0,2
5898,0,1,0
5904,1,1,0
5910,1,0,0
5913,0,0,1
5916,0,0,1
5922,0,0,1
5928,0,0,1
5931,0,0,1
5934,1,0,0
5937,2,0,0
5940,0,0,3
5946,2,1,0
5949,3,0,0
5958,0,0,1
5961,0,0,1
5964,0,0,2
5967,0,0,1
5970,0,0,1
5973,0,0,2
5976,0,0,1
5979,0,0,2
5991,1,2,0
5997,1,0,0
6000,2,1,0
6006,1,1,0
6009,1,1,0
6021,0,0,1
6024,0,1,1
6027,2,0,0
6030,0,0,1
6036,2,2,0
6039,0,2,0
6042,0,0,2
6045,0,0,1
6060,3,0,0
6069,0,0,2
6072,0,0,1
6075,0,10,8
6078,1,0,2
6081,0,0,1
6087,1,1,0
6093,0,12,1
6096,0,0,1
6102,1,0,0
6105,0,1,0
6108,0,1,0
6111,0,1,0
6114,1,0,0
6117,8,0,0
6123,1,2,2
6129,0,0,1
6144,0,0,1
6147,1,1,0
6156,0,0,1
6159,0,3,0
6162,0,0,1
6174,0,0,1
6180,0,0,2
6186,0,0,1
6192,0,0,1
6195,0,0,1
6198,0,0,2
6201,0,2,0
6204,0,3,1
6207,0,0,1
6216,1,3,3
6219,0,0,1
6222,0,0,1
6228,0,0,1
6231,0,0,3
6237,1,0,0
6246,0,1,3
6249,0,0,1
6252,0,0,2
6255,0,0,1
6258,1,0,1
6261,2,1,1
6264,0,1,0
6267,2,0,0
6270,0,0,1
6273,1,1,0
6279,2,0,0
6288,1,0,0
6297,0,0,1
6303,1,1,0
6306,0,0,1
6315,0,0,1
6318,0,0,1
6321,5,1,0
6324,0,0,2
6327,2,3,0
6330,0,1,1
6333,1,0,0
6339,0,0,1
6342,1,2,0
6345,0,1,0
6348,2,0,1
6351,2,0,3
6357,1,0,0
6360,2,0,0
6363,1,1,0
6366,1,2,0
6369,0,1,0
6381,1,0,0
6390,0,0,1
6396,1,1,0
6402,0,0,2
6405,0,0,1
6408,0,0,1
6411,0,0,1
6414,1,0,0
6417,0,0,1
6420,6,0,0
6423,5,0,0
6426,1,1,1
6429,0,0,1
6432,0,0,1
6438,0,2,0
6441,7,0,1
6444,0,0,1
6447,0,0,1
6450,0,0,1
6453,0,0,1
6456,2,0,0
6462,3,0,0
6465,0,0,1
6471,0,0,3
6474,0,0,3
6480,0,0,4
6483,3,8,6
6486,0,0,1
6501,3,3,1
6510,0,2,2
6513,1,0,0
6516,1,0,0
6522,0,0,1
6525,0,0,1
6531,0,0,2
6534,0,7,2
6537,3,0,0
6540,1,0,1
6543,1,2,1
6549,0,0,1
6552,0,2,0
6555,1,0,0
6558,13,6,8
6561,1,0,0
6573,0,0,1
6576,7,9,1
6582,2,0,0
6588,3,1,1
6603,5,0,1
6606,0,0,1
6609,5,0,2
6612,17,5,1
6618,0,1,0
6621,1,1,2
6624,0,1,0
6627,1,0,0
6630,0,0,1
6633,0,0,5
6636,12,1,9
6639,0,0,1
6645,1,0,0
6648,0,0,1
6651,0,0,1
6657,0,2,1
6660,0,1,0
6666,0,1,0
6672,12,0,1
6675,0,2,0
6681,0,0,1
6684,0,0,1
6690,3,1,0
6693,2,0,1
6696,0,0,1
6699,2,1,0
6702,1,18,4
6705,0,0,1
6708,1,0,0
6711,0,0,1
6714,10,10,0
6717,3,0,3
6720,0,0,1
6723,0,0,1
6726,0,23,0
6732,5,0,6
6735,1,0,2
6738,8,0,0
6744,1,0,5
6747,0,0,1
6753,0,0,1
6756,0,0,2
6774,4,1,1
6780,1,0,0
6783,1,0,0
6786,1,0,0
6792,1,0,0
6795,2,0,0
6798,0,0,1
6801,12,8,4
6810,0,0,1
6813,0,0,17
6825,0,0,1
6831,0,0,1
6837,4,5,6
6843,1,0,0
6846,2,15,3
6852,2,7,1
6855,0,1,1
6858,2,1,0
6861,1,3,2
6864,2,0,0
6870,8,0,1
6876,0,0,1
6879,0,0,3
6885,0,0,1
6894,3,0,0
6897,0,0,2
6900,0,0,1
6903,1,0,0
6906,5,1,1
6909,1,0,0
6912,3,1,0
6915,4,1,0
6918,14,0,2
6921,1,13,0
6924,0,1,0
6927,0,0,1
6930,1,1,1
6936,3,0,0
6939,1,1,1
6945,2,0,0
6948,0,0,1
6954,1,0,1
6960,1,0,0
6963,1,0,0
6966,0,0,1
6969,1,0,0
6975,0,0,1
6978,1,0,0
6981,0,0,1
6984,3,0,0
6987,0,1,0
6990,2,0,1
6993,2,0,2
6996,1,0,2
7008,6,6,0
7011,0,4,0
7023,1,0,0
7026,0,0,3
7032,0,0,1
7038,2,0,0
7041,2,2,0
7044,0,0,1
7047,3,2,1
7050,0,0,1
7053,7,0,0
7056,5,0,1
7059,0,6,1
7065,0,0,1
7068,2,0,0
7071,3,2,0
7074,1,0,0
7077,1,0,0
7080,1,0,0
7083,1,0,0
7095,2,0,0
7098,2,0,0
7101,13,0,0
7104,2,0,0
7107,3,2,3
7110,1,1,0
7116,0,0,1
7122,0,5,0
7128,1,0,0
7131,3,1,1
7134,0,0,1
7137,0,0,4
7140,1,0,0
7143,3,0,0
7161,1,0,0
7164,0,1,0
7170,0,0,2
7176,0,1,0
7182,0,11,0
7185,2,0,0
7188,0,1,1
7191,0,1,1
7194,1,2,1
7197,1,1,0
7200,5,0,0
7203,0,0,2
7212,1,0,0
7221,1,2,0
7224,12,11,4
7230,1,2,0
7233,0,1,0
7239,1,0,0
7251,1,4,2
7275,1,0,0
7284,0,0,1
7287,0,0,6
7293,2,3,0
7299,0,0,1
7302,2,0,0
7308,2,1,0
7311,1,0,0
7314,4,3,0
7320,6,1,1
7323,0,0,1
7326,1,0,0
7329,1,1,0
7332,1,0,2
7335,6,0,0
7338,2,0,0
7341,6,2,2
7344,0,0,1
7347,2,0,0
7350,3,2,1
7356,0,0,1
7359,5,1,2
7365,1,0,1
7368,1,0,0
7374,0,5,0
7380,2,0,0
7386,0,0,1
7392,3,0,26
7395,1,0,0
7398,0,0,1
7404,0,0,1
7407,14,4,0
7416,0,0,1
7419,0,0,2
7422,1,3,0
7425,0,0,1
7431,13,0,1
7434,6,0,3
7437,0,0,2
7443,0,0,1
7446,1,0,0
7449,0,2,2
7455,1,0,1
7458,3,0,15
7461,0,1,0
7470,0,0,1
7482,2,6,1
7488,0,0,1
7491,0,0,2
7494,3,0,0
7497,4,0,0
7500,2,3,2
7503,1,0,0
7506,0,0,1
7509,0,0,1
7512,0,0,1
7515,0,0,1
7518,0,0,3
7521,3,0,0
7533,1,1,1
7536,0,0,1
7539,0,0,1
7554,0,1,0
7557,0,0,1
7560,0,0,1
7563,0,0,1
7566,0,0,1
7569,1,1,1
7575,0,0,1
7578,0,0,1
7581,0,0,1
7587,2,0,0
7590,0,10,0
7593,0,1,0
7596,1,0,1
7602,1,0,0
7605,0,15,0
7608,0,1,2
7611,1,0,1
7614,0,6,0
7617,1,3,0
7620,0,0,1
7623,0,0,1
7632,0,0,1
7638,3,2,0
7650,2,0,0
7653,0,0,1
7656,0,0,1
7659,0,0,1
7662,0,0,2
7668,0,0,1
7677,3,0,0
7680,0,0,1
7686,0,0,1
7704,2,1,0
7710,1,0,0
7716,0,0,1
7722,7,5,1
7725,18,10,1
7728,0,0,2
7734,1,2,1
7740,1,1,1
7743,0,0,2
7749,1,5,0
7755,1,0,0
7758,0,0,1
7764,3,0,0
7779,4,0,1
7782,0,0,7
7785,3,0,0
7788,1,1,2
7794,2,1,0
7797,8,0,4
7800,0,0,1
7812,8,4,3
7818,0,4,1
7821,4,1,0
