@relation commentData
@attribute 'commentID' numeric
@attribute 'diffSize' numeric
@attribute 'insertStatement' numeric
@attribute 'insertStatementWeight' numeric
@attribute 'deleteStatement' numeric
@attribute 'deleteStatementWeight' numeric
@attribute 'updateStatement' numeric
@attribute 'updateStatementWeight' numeric
@attribute 'parentChange' numeric
@attribute 'parentChangeWeight' numeric
@attribute 'orderingChange' numeric
@attribute 'orderingChangeWeight' numeric
@attribute 'conditionChange' numeric
@attribute 'conditionChangeWeight' numeric
@attribute 'insertAlternative' numeric
@attribute 'insertAlternativeWeight' numeric
@attribute 'deleteAlternative' numeric
@attribute 'deleteAlternativeWeight' numeric
@attribute 'newAllLine' numeric
@attribute 'oldAllLine' numeric
@attribute 'subLine' numeric
@attribute 'changeLine' numeric
@attribute 'changeLineWeight' numeric
@attribute 'firstDiffLocation' numeric
@attribute 'tokenChange' numeric
@attribute 'wordSize' numeric
@attribute 'codeSimilarity' numeric
@attribute 'oldCodeOldCommentSimilarity' numeric
@attribute 'newCodeOldCommentSimilarity' numeric
@attribute 'subSimilarity' numeric
@attribute 'addWordNumber' numeric
@attribute 'deleteWordNumber' numeric
@attribute 'similar_0' numeric
@attribute 'similar_1' numeric
@attribute 'similar_2' numeric
@attribute 'similar_3' numeric
@attribute 'similar_4' numeric
@attribute 'similar_5' numeric
@attribute 'similar_6' numeric
@attribute 'class' {0,1}
@data
3 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 7 7 0 1 1 4 1 6 0 0 0 0 0 0 0.3734585377251157 0.36456679730743813 0.008891740417677596 0.9721618858303857 0.4750064781587343 0.4722700504298009 0.0027364277289333994  0
6 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 1 1 0 1 11 1 0 7 0 0 0 0 0 0 0.5732488741790795 0.5899053572259193 -0.016656483046839754 1.0 0.5732488741790795 0.5899053572259193 -0.016656483046839754  0
9 6 1 2 1 2 2 3 0 0 0 0 3 4 0 0 0 0 7 6 2 6 7 5 0 6 0 0 0 0 0 0 0.29764027690804956 0.30600404608024334 -0.00836376917219378 0.968714349687235 0.2999551098930434 0.30576328292928917 -0.005808173036245756  0
12 2 1 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 8 8 0 2 1 8 0 6 0 0 0 0 0 0 0.36610759822123773 0.36786003995593985 -0.001752441734702126 0.835317339146149 0.5195210599992914 0.5195402729926563 -1.9212993364825515E-5  0
21 1 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 6 6 1 1 2 1 0 3 0 0 0 0 0 0 0.4372980512670863 0.0 0.4372980512670863 0.0 0.5077340174476362 0.5146045103796449 -0.006870492932008698  0
27 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 6 6 0 1 2 6 0 8 0 0 0 0 0 0 0.5153951426372029 0.4457290906646558 0.06966605197254705 0.8589242465595028 0.5291083841181559 0.5144902991411211 0.014618084977034762  0
30 2 0 0 0 0 1 4 0 0 0 0 1 4 0 0 0 0 3 3 0 2 7 1 0 8 0 0 0 0 0 0 0.5225871626277463 0.5220874201248767 4.99742502869549E-4 0.9662998677515386 0.5225871626277463 0.5220874201248767 4.99742502869549E-4  0
36 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 1 1 1 2 0 5 0 0 0 0 0 0 0.0 0.11588552215716746 -0.11588552215716746 0.0 0.5196746406841284 0.5075193221302214 0.012155318553906946  0
45 2 0 0 2 7 0 0 0 0 0 0 0 0 0 0 0 0 4 6 2 2 5 3 0 7 0 0 0 0 0 0 0.4154625462611917 0.0 0.4154625462611917 0.0 0.5430288278470674 0.5646109152691751 -0.021582087422107654  0
48 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 7 7 0 1 1 7 0 7 0 0 0 0 0 0 0.2277063137479755 0.2642682823251001 -0.03656196857712457 0.9748480204295977 0.3498693970884047 0.35246425662726255 -0.002594859538857852  0
51 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 6 6 0 1 2 6 1 3 0 0 0 0 0 0 0.5277565327516711 0.5029105755463691 0.024845957205302027 0.9133192930817311 0.5146045103796449 0.5149906475457711 -3.861371661261215E-4  0
54 2 0 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 8 7 7 2 1 6 0 6 0 0 0 0 0 0 0.4479691121657353 0.44182414646242324 0.0061449657033120775 0.9796426226564525 0.4515739336796853 0.4206036291424837 0.030970304537201565  1
57 6 4 6 2 3 0 0 0 0 0 0 0 0 0 0 0 0 5 3 2 7 0 1 0 4 0 0 0 0 0 0 0.52164388670488 0.46988090431030216 0.05176298239457788 0.8291459928089068 0.52164388670488 0.46988090431030216 0.05176298239457788  0
63 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 1 1 0 1 11 1 0 6 0 0 0 0 0 0 0.37814611089036243 0.3891348759720994 -0.010988765081736962 0.9537607940917037 0.37814611089036243 0.3891348759720994 -0.010988765081736962  0
