@relation commentData
@attribute 'commentID' numeric
@attribute 'project' numeric
@attribute 'diffSize' numeric
@attribute 'insertStatement' numeric
@attribute 'insertStatementWeight' numeric
@attribute 'deleteStatement' numeric
@attribute 'deleteStatementWeight' numeric
@attribute 'updateStatement' numeric
@attribute 'updateStatementWeight' numeric
@attribute 'parentChange' numeric
@attribute 'parentChangeWeight' numeric
@attribute 'orderingChange' numeric
@attribute 'orderingChangeWeight' numeric
@attribute 'conditionChange' numeric
@attribute 'conditionChangeWeight' numeric
@attribute 'insertAlternative' numeric
@attribute 'insertAlternativeWeight' numeric
@attribute 'deleteAlternative' numeric
@attribute 'deleteAlternativeWeight' numeric
@attribute 'newAllLine' numeric
@attribute 'oldAllLine' numeric
@attribute 'subLine' numeric
@attribute 'changeLine' numeric
@attribute 'changeLineWeight' numeric
@attribute 'firstDiffLocation' numeric
@attribute 'tokenChange' numeric
@attribute 'wordSize' numeric
@attribute 'todos' numeric
@attribute 'codeSimilarity' numeric
@attribute 'oldCodeOldCommentSimilarity' numeric
@attribute 'newCodeOldCommentSimilarity' numeric
@attribute 'subSimilarity' numeric
@attribute 'addWordNumber' numeric
@attribute 'deleteWordNumber' numeric
@attribute 'class' {0,1}
@data
1 1 2 0 0 0 0 1 4 0 0 0 0 1 4 0 0 0 0 6 6 0 2 4 1 0 4 0 9 4 3 11 3 3 0
2 1 1 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 6 6 0 1 2 1 0 4 0 9 4 3 9 3 2 0
3 1 4 0 0 0 0 4 8 0 0 0 0 0 0 0 0 0 0 8 8 0 4 1 7 1 2 0 10 8 8 0 2 1 0
4 1 4 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 5 4 2 8 0 6 0 10 5 5 0 4 0 0
5 1 4 0 0 0 0 4 8 0 0 0 0 0 0 0 0 0 0 8 8 0 4 1 7 0 2 0 11 8 8 0 0 0 0
6 1 6 0 0 0 0 6 9 0 0 0 0 0 0 0 0 0 0 6 6 0 6 9 1 0 6 0 11 5 5 0 0 0 0
7 1 4 0 0 0 0 4 8 0 0 0 0 0 0 0 0 0 0 8 8 0 4 1 7 0 2 0 11 8 8 0 0 0 0
8 1 6 0 0 0 0 6 9 0 0 0 0 0 0 0 0 0 0 6 6 0 6 9 1 0 6 0 11 5 5 0 0 0 0
9 1 6 1 2 1 2 2 3 0 0 0 0 3 4 0 0 0 0 7 7 3 6 5 5 0 3 0 11 6 6 0 1 0 0
10 1 1 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 7 7 3 1 1 7 0 3 0 11 7 7 0 1 0 0
